Phase	Elements	method	oldorder	neworder	rowmode	esteps	asteps	err
31182	240	quick	fwdrev	revfwd	rightleft	333	349	0.05
31183	80	evenodd	revfwd	fwdrev	rightleft	79	79	0.00
31184	80	evenodd	forward	revfwd	zipper	79	79	0.00
31185	80	swap	revfwd	fwdrev	zipper	299	299	0.00
31186	40	swap	fwdrev	forward	zipper	76	73	0.04
31187	120	triple	forward	fwdrev	zipper	80	80	0.00
31188	120	selection	fwdrev	reverse	zipper	3480	3480	0.00
31189	60	selection	reverse	forward	single	1770	1770	0.00
31190	30	merge	forward	revfwd	single	16	16	0.00
31191	10	triple	revfwd	forward	single	7	7	0.00
31192	5	selection	forward	fwdrev	single	4	4	0.00
31193	10	selection	fwdrev	forward	single	20	20	0.00
31194	10	random	forward	revfwd	single	25	25	0.00
31195	30	evenodd	revfwd	fwdrev	single	29	29	0.00
31196	15	triple	fwdrev	revfwd	single	14	8	0.55
31197	15	merge	revfwd	fwdrev	single	8	7	0.13
31198	30	selection	fwdrev	reverse	single	225	225	0.00
31199	90	triple	reverse	fwdrev	single	60	61	0.02
31200	30	swap	fwdrev	forward	single	72	64	0.12
31201	60	insertion	fwdrev	revfwd	rightleft	870	870	0.00
31202	60	random	revfwd	fwdrev	rightleft	870	870	0.00
31203	60	quick	forward	revfwd	zipper	93	88	0.06
31204	60	quick	revfwd	fwdrev	zipper	70	69	0.01
31205	60	swap	fwdrev	forward	zipper	140	145	0.04
31206	60	evenodd	forward	reverse	zipper	60	60	0.00
31207	20	merge	reverse	forward	zipper	19	19	0.00
31208	20	insertion	fwdrev	revfwd	rightleft	90	90	0.00
31209	40	merge	revfwd	fwdrev	rightleft	20	20	0.00
31210	40	swap	forward	reverse	zipper	99	117	0.17
31211	20	dinsertion	reverse	fwdrev	single	100	100	0.00
31212	10	swap	fwdrev	revfwd	single	15	19	0.24
31213	10	evenodd	revfwd	random	single	7	8	0.13
31214	10	insertion	random	fwdrev	single	21	21	0.00
31215	20	insertion	fwdrev	forward	zipper	80	80	0.00
31216	20	triple	forward	reverse	zipper	20	19	0.05
31217	60	quick	reverse	fwdrev	zipper	93	88	0.06
31218	30	triple	fwdrev	random	single	17	15	0.12
31219	30	random	random	interleave	single	209	200	0.04
31220	30	selection	interleave	reverse	single	225	225	0.00
31221	30	evenodd	reverse	fwdrev	single	29	29	0.00
31222	30	quick	fwdrev	forward	single	40	42	0.05
31223	10	insertion	forward	revfwd	single	25	25	0.00
31224	5	random	revfwd	reverse	single	4	4	0.00
31225	15	dinsertion	reverse	revfwd	single	49	46	0.06
31226	15	quick	revfwd	reverse	single	16	18	0.12
31227	15	evenodd	reverse	interleave	single	14	15	0.07
31228	15	quick	interleave	fwdrev	single	19	20	0.05
31229	15	swap	fwdrev	interleave	single	23	30	0.26
31230	15	evenodd	interleave	revfwd	single	12	12	0.00
31231	15	selection	revfwd	interleave	single	49	49	0.00
31232	15	selection	interleave	forward	single	49	49	0.00
31233	30	insertion	fwdrev	revfwd	rightleft	210	210	0.00
31234	30	random	revfwd	fwdrev	rightleft	210	210	0.00
31235	30	insertion	fwdrev	revfwd	rightleft	210	210	0.00
31236	30	evenodd	revfwd	fwdrev	rightleft	29	29	0.00
31237	30	random	fwdrev	revfwd	rightleft	210	210	0.00
31238	60	triple	revfwd	fwdrev	rightleft	59	59	0.00
31239	120	dinsertion	fwdrev	revfwd	rightleft	3540	3540	0.00
31240	120	evenodd	revfwd	fwdrev	rightleft	119	119	0.00
31241	120	swap	fwdrev	revfwd	rightleft	560	574	0.02
31242	120	swap	revfwd	fwdrev	rightleft	556	543	0.02
31243	120	selection	fwdrev	revfwd	rightleft	3540	3540	0.00
31244	40	selection	revfwd	fwdrev	rightleft	380	380	0.00
31245	40	triple	forward	revfwd	zipper	26	27	0.04
31246	80	evenodd	revfwd	forward	zipper	79	79	0.00
31247	80	triple	fwdrev	revfwd	rightleft	79	79	0.00
31248	80	quick	revfwd	fwdrev	rightleft	109	107	0.02
31249	40	insertion	forward	reverse	single	780	780	0.00
31250	40	quick	reverse	fwdrev	single	66	66	0.00
31251	40	merge	fwdrev	interleave	single	38	38	0.00
31252	40	selection	interleave	forward	single	380	380	0.00
31253	40	quick	forward	fwdrev	single	66	72	0.09
31254	40	swap	fwdrev	reverse	single	117	114	0.03
31255	80	selection	revfwd	fwdrev	rightleft	1560	1560	0.00
31256	240	swap	fwdrev	revfwd	rightleft	1363	1361	0.00
31257	120	insertion	reverse	fwdrev	single	3600	3600	0.00
31258	40	merge	fwdrev	reverse	single	39	39	0.00
31259	20	selection	reverse	fwdrev	single	100	100	0.00
31260	20	merge	fwdrev	interleave	single	18	18	0.00
31261	20	quick	interleave	forward	single	27	26	0.04
31262	20	dinsertion	forward	interleave	single	90	90	0.00
31263	20	quick	interleave	reverse	single	30	28	0.07
31264	20	insertion	reverse	forward	single	190	190	0.00
31265	40	random	fwdrev	revfwd	rightleft	380	380	0.00
31266	40	evenodd	revfwd	fwdrev	rightleft	39	39	0.00
31267	40	quick	fwdrev	revfwd	rightleft	53	51	0.04
31268	40	quick	revfwd	fwdrev	rightleft	53	51	0.04
31269	20	evenodd	fwdrev	revfwd	rightleft	19	19	0.00
31270	10	evenodd	reverse	forward	single	10	10	0.00
31271	10	random	forward	fwdrev	single	20	20	0.00
31272	10	triple	fwdrev	reverse	single	7	7	0.00
31273	10	dinsertion	reverse	forward	single	45	45	0.00
31274	10	merge	forward	interleave	single	8	8	0.00
31275	10	insertion	interleave	forward	single	20	20	0.00
31276	10	insertion	forward	revfwd	single	25	25	0.00
31277	30	insertion	revfwd	interleave	single	210	211	0.00
31278	30	swap	interleave	forward	single	71	68	0.04
31279	10	swap	forward	random	single	12	17	0.34
31280	10	random	random	revfwd	single	21	14	0.40
31281	10	selection	revfwd	reverse	single	20	20	0.00
31282	5	dinsertion	reverse	fwdrev	single	6	6	0.00
31283	5	swap	fwdrev	interleave	single	2	4	0.67
31284	5	swap	interleave	revfwd	single	4	4	0.00
31285	10	random	revfwd	fwdrev	single	25	25	0.00
31286	20	random	fwdrev	revfwd	zipper	80	80	0.00
31287	60	swap	revfwd	reverse	zipper	140	150	0.07
31288	60	triple	reverse	forward	zipper	60	59	0.02
31289	60	triple	fwdrev	revfwd	rightleft	59	59	0.00
31290	60	selection	revfwd	fwdrev	rightleft	870	870	0.00
31291	60	selection	forward	fwdrev	zipper	840	840	0.00
31292	30	swap	fwdrev	revfwd	single	87	79	0.10
31293	30	merge	revfwd	fwdrev	single	15	15	0.00
31294	15	random	fwdrev	reverse	single	56	56	0.00
31295	15	random	reverse	interleave	single	56	56	0.00
31296	15	evenodd	interleave	forward	single	13	13	0.00
31297	15	swap	forward	random	single	25	28	0.11
31298	15	merge	random	interleave	single	13	15	0.14
31299	15	merge	interleave	revfwd	single	14	12	0.15
31300	5	dinsertion	revfwd	interleave	single	4	3	0.29
31301	5	selection	interleave	revfwd	single	4	3	0.29
31302	5	merge	revfwd	forward	single	4	4	0.00
31303	10	random	fwdrev	revfwd	rightleft	20	20	0.00
31304	10	selection	revfwd	fwdrev	rightleft	20	20	0.00
31305	30	random	fwdrev	revfwd	rightleft	210	210	0.00
31306	30	evenodd	revfwd	fwdrev	rightleft	29	29	0.00
31307	15	merge	forward	fwdrev	single	14	13	0.07
31308	30	quick	fwdrev	revfwd	single	51	55	0.08
31309	90	insertion	revfwd	interleave	single	1980	1981	0.00
31310	90	selection	interleave	fwdrev	single	1980	1980	0.00
31311	180	evenodd	fwdrev	random	single	141	177	0.23
31312	180	random	random	interleave	single	8187	7257	0.12
31313	180	triple	interleave	random	single	97	91	0.06
31314	180	swap	random	reverse	single	848	936	0.10
31315	180	swap	reverse	interleave	single	857	876	0.02
31316	180	swap	interleave	forward	single	866	874	0.01
31317	360	dinsertion	forward	revfwd	single	32400	32400	0.00
31318	720	evenodd	revfwd	reverse	zipper	718	718	0.00
31319	240	random	reverse	fwdrev	zipper	14160	14160	0.00
31320	720	triple	fwdrev	revfwd	zipper	719	719	0.00
31321	720	dinsertion	revfwd	fwdrev	zipper	128880	128880	0.00
31322	240	dinsertion	fwdrev	forward	zipper	14160	14160	0.00
31323	240	triple	forward	revfwd	zipper	161	160	0.01
31324	80	evenodd	revfwd	reverse	zipper	78	78	0.00
31325	80	swap	reverse	revfwd	zipper	257	262	0.02
31326	80	selection	revfwd	fwdrev	zipper	1520	1520	0.00
31327	80	swap	fwdrev	reverse	zipper	220	208	0.06
31328	240	swap	reverse	fwdrev	zipper	1131	1115	0.01
31329	120	selection	fwdrev	reverse	zipper	3480	3480	0.00
31330	120	evenodd	reverse	revfwd	zipper	118	118	0.00
31331	60	evenodd	revfwd	forward	single	59	59	0.00
31332	180	merge	forward	fwdrev	single	183	182	0.01
31333	180	merge	fwdrev	revfwd	single	90	90	0.00
31334	360	dinsertion	revfwd	forward	zipper	32040	32040	0.00
31335	720	dinsertion	forward	fwdrev	zipper	128880	128880	0.00
31336	360	evenodd	fwdrev	revfwd	single	359	359	0.00
31337	120	triple	revfwd	random	single	64	64	0.00
31338	120	merge	random	forward	single	157	154	0.02
31339	360	swap	forward	fwdrev	single	2265	2052	0.10
31340	720	insertion	fwdrev	forward	zipper	128880	128880	0.00
31341	240	random	forward	reverse	zipper	28320	28320	0.00
31342	720	dinsertion	reverse	revfwd	zipper	128880	128880	0.00
31343	720	quick	revfwd	reverse	zipper	1372	1294	0.06
31344	360	swap	reverse	forward	zipper	1832	1915	0.04
31345	120	quick	forward	reverse	zipper	117	117	0.00
31346	120	merge	reverse	revfwd	zipper	119	119	0.00
31347	120	evenodd	revfwd	fwdrev	zipper	119	119	0.00
31348	40	dinsertion	fwdrev	forward	zipper	360	360	0.00
31349	40	selection	forward	reverse	zipper	720	720	0.00
31350	40	insertion	reverse	revfwd	zipper	360	360	0.00
31351	20	random	revfwd	forward	single	100	100	0.00
31352	40	insertion	forward	fwdrev	single	380	380	0.00
31353	40	dinsertion	fwdrev	forward	single	380	380	0.00
31354	120	quick	forward	revfwd	single	247	240	0.03
31355	120	selection	revfwd	reverse	single	3540	3540	0.00
31356	120	insertion	reverse	revfwd	single	3540	3540	0.00
31357	120	triple	revfwd	interleave	single	70	73	0.04
31358	120	dinsertion	interleave	revfwd	single	3540	3540	0.00
31359	40	random	revfwd	random	single	378	410	0.08
31360	40	insertion	random	interleave	single	375	366	0.02
31361	40	evenodd	interleave	random	single	33	34	0.03
31362	40	evenodd	random	reverse	single	33	36	0.09
31363	40	swap	reverse	revfwd	single	113	120	0.06
31364	40	insertion	revfwd	reverse	single	380	380	0.00
31365	80	selection	revfwd	fwdrev	rightleft	1560	1560	0.00
31366	80	insertion	fwdrev	revfwd	rightleft	1560	1560	0.00
31367	40	triple	revfwd	fwdrev	rightleft	39	39	0.00
31368	40	quick	fwdrev	revfwd	rightleft	53	51	0.04
31369	40	merge	revfwd	fwdrev	rightleft	20	20	0.00
31370	40	quick	fwdrev	revfwd	rightleft	53	51	0.04
31371	20	evenodd	revfwd	fwdrev	rightleft	19	19	0.00
31372	20	evenodd	fwdrev	revfwd	rightleft	19	19	0.00
31373	20	selection	revfwd	fwdrev	rightleft	90	90	0.00
31374	10	swap	fwdrev	revfwd	rightleft	14	12	0.15
31375	10	merge	revfwd	fwdrev	rightleft	5	5	0.00
31376	20	swap	fwdrev	revfwd	rightleft	44	48	0.09
31377	20	insertion	revfwd	fwdrev	rightleft	90	90	0.00
31378	20	random	fwdrev	revfwd	rightleft	90	90	0.00
31379	20	evenodd	revfwd	fwdrev	rightleft	19	19	0.00
31380	20	quick	forward	revfwd	zipper	22	20	0.10
31381	60	insertion	revfwd	fwdrev	zipper	840	840	0.00
31382	30	merge	fwdrev	interleave	single	28	27	0.04
31383	30	evenodd	interleave	fwdrev	single	26	27	0.04
31384	90	dinsertion	fwdrev	revfwd	single	2025	2025	0.00
31385	90	triple	revfwd	interleave	single	53	55	0.04
31386	90	swap	interleave	reverse	single	338	339	0.00
31387	90	evenodd	reverse	fwdrev	single	89	89	0.00
31388	30	selection	fwdrev	revfwd	single	225	225	0.00
31389	10	selection	revfwd	reverse	single	20	20	0.00
31390	10	insertion	reverse	interleave	single	25	25	0.00
31391	10	quick	interleave	reverse	single	13	11	0.17
31392	10	quick	reverse	forward	single	13	13	0.00
31393	20	evenodd	forward	fwdrev	single	18	18	0.00
31394	20	selection	fwdrev	revfwd	single	100	100	0.00
31395	10	selection	revfwd	reverse	single	20	20	0.00
31396	5	dinsertion	reverse	fwdrev	single	6	6	0.00
31397	5	random	fwdrev	interleave	single	4	4	0.00
31398	5	selection	interleave	fwdrev	single	4	4	0.00
31399	15	random	fwdrev	revfwd	single	56	49	0.13
31400	30	merge	revfwd	interleave	single	27	28	0.04
31401	30	selection	interleave	fwdrev	single	210	210	0.00
31402	60	swap	fwdrev	reverse	zipper	143	143	0.00
31403	60	selection	reverse	forward	zipper	1680	1680	0.00
31404	60	evenodd	forward	reverse	zipper	60	60	0.00
31405	60	selection	reverse	forward	zipper	1680	1680	0.00
31406	60	quick	forward	fwdrev	zipper	94	87	0.08
31407	60	random	fwdrev	reverse	zipper	840	840	0.00
31408	60	insertion	reverse	fwdrev	zipper	840	840	0.00
31409	60	selection	fwdrev	reverse	zipper	840	840	0.00
31410	60	swap	revfwd	fwdrev	rightleft	221	208	0.06
31411	60	triple	fwdrev	revfwd	rightleft	59	59	0.00
31412	60	dinsertion	revfwd	fwdrev	rightleft	870	870	0.00
31413	60	triple	fwdrev	revfwd	rightleft	59	59	0.00
31414	60	merge	revfwd	fwdrev	rightleft	30	30	0.00
31415	60	merge	fwdrev	revfwd	rightleft	30	30	0.00
31416	60	merge	revfwd	fwdrev	rightleft	30	30	0.00
31417	60	dinsertion	fwdrev	revfwd	rightleft	870	870	0.00
31418	120	quick	revfwd	fwdrev	rightleft	164	173	0.05
31419	60	swap	fwdrev	revfwd	rightleft	220	215	0.02
31420	180	triple	revfwd	fwdrev	rightleft	179	179	0.00
31421	180	selection	fwdrev	revfwd	rightleft	8010	8010	0.00
31422	180	triple	revfwd	fwdrev	rightleft	179	179	0.00
31423	180	triple	fwdrev	revfwd	rightleft	179	179	0.00
31424	180	triple	revfwd	fwdrev	rightleft	179	179	0.00
31425	180	quick	fwdrev	revfwd	rightleft	248	239	0.04
31426	180	swap	reverse	revfwd	zipper	777	810	0.04
31427	360	dinsertion	revfwd	fwdrev	zipper	32040	32040	0.00
31428	360	selection	fwdrev	revfwd	zipper	32040	32040	0.00
31429	360	selection	revfwd	fwdrev	zipper	32040	32040	0.00
31430	360	triple	fwdrev	revfwd	zipper	359	359	0.00
31431	120	dinsertion	revfwd	reverse	zipper	3480	3480	0.00
31432	60	triple	reverse	fwdrev	single	40	40	0.00
31433	120	triple	fwdrev	revfwd	single	119	119	0.00
31434	120	evenodd	revfwd	forward	single	119	119	0.00
31435	120	quick	forward	reverse	single	178	178	0.00
31436	360	random	reverse	fwdrev	single	32400	32400	0.00
31437	720	random	fwdrev	revfwd	zipper	128880	128880	0.00
31438	360	dinsertion	revfwd	forward	zipper	32040	32040	0.00
31439	120	quick	forward	reverse	zipper	117	117	0.00
31440	60	random	reverse	revfwd	zipper	840	840	0.00
31441	120	random	revfwd	fwdrev	zipper	3480	3480	0.00
31442	120	selection	fwdrev	revfwd	zipper	3480	3480	0.00
31443	60	random	revfwd	forward	zipper	840	840	0.00
31444	60	merge	forward	revfwd	zipper	31	31	0.00
31445	30	triple	revfwd	forward	single	21	20	0.05
31446	10	quick	forward	fwdrev	single	10	10	0.00
31447	30	evenodd	fwdrev	random	single	26	24	0.08
31448	30	random	random	forward	single	199	265	0.28
31449	60	quick	fwdrev	revfwd	rightleft	81	85	0.05
31450	120	random	revfwd	fwdrev	rightleft	3540	3540	0.00
31451	120	swap	forward	revfwd	zipper	446	462	0.04
31452	360	swap	revfwd	forward	zipper	1719	1728	0.01
31453	360	selection	forward	revfwd	zipper	32040	32040	0.00
31454	720	quick	revfwd	fwdrev	zipper	855	862	0.01
31455	360	triple	fwdrev	random	single	136	185	0.31
31456	360	swap	random	reverse	single	1787	2218	0.22
31457	180	quick	reverse	forward	single	268	268	0.00
31458	60	selection	forward	fwdrev	single	870	870	0.00
31459	180	merge	fwdrev	forward	single	179	178	0.01
31460	180	merge	forward	revfwd	single	90	92	0.02
31461	60	swap	revfwd	forward	single	191	202	0.06
31462	60	quick	forward	interleave	single	97	102	0.05
31463	60	quick	interleave	forward	single	110	102	0.08
31464	180	triple	forward	fwdrev	single	119	120	0.01
31465	180	swap	fwdrev	revfwd	single	912	930	0.02
31466	180	selection	revfwd	interleave	single	8010	8010	0.00
31467	180	insertion	interleave	forward	single	8010	8010	0.00
31468	180	swap	forward	fwdrev	single	874	900	0.03
31469	60	dinsertion	fwdrev	interleave	single	870	870	0.00
31470	60	insertion	interleave	fwdrev	single	870	870	0.00
31471	30	selection	fwdrev	reverse	single	225	225	0.00
31472	90	triple	reverse	random	single	48	44	0.09
31473	90	merge	random	interleave	single	121	110	0.10
31474	90	selection	interleave	fwdrev	single	1980	1980	0.00
31475	90	selection	fwdrev	revfwd	single	2025	2025	0.00
31476	90	dinsertion	revfwd	reverse	single	1980	1980	0.00
31477	180	insertion	revfwd	fwdrev	rightleft	8010	8010	0.00
31478	180	triple	forward	revfwd	zipper	121	120	0.01
31479	180	dinsertion	revfwd	reverse	zipper	7920	7920	0.00
31480	180	merge	revfwd	fwdrev	rightleft	90	90	0.00
31481	90	merge	forward	revfwd	single	46	47	0.02
31482	180	triple	revfwd	reverse	single	117	120	0.03
31483	360	swap	reverse	fwdrev	single	2005	2068	0.03
31484	360	evenodd	fwdrev	reverse	single	359	359	0.00
31485	360	evenodd	reverse	fwdrev	single	359	359	0.00
31486	360	swap	fwdrev	interleave	single	998	1998	0.67
31487	360	evenodd	interleave	revfwd	single	325	357	0.09
31488	120	random	revfwd	random	single	3581	3472	0.03
31489	120	insertion	random	forward	single	3526	3360	0.05
31490	120	swap	forward	interleave	single	510	514	0.01
31491	120	quick	interleave	forward	single	255	248	0.03
31492	240	swap	forward	fwdrev	zipper	1139	1075	0.06
31493	240	insertion	fwdrev	revfwd	zipper	14160	14160	0.00
31494	240	quick	revfwd	fwdrev	zipper	287	302	0.05
31495	80	random	fwdrev	forward	zipper	1520	1520	0.00
31496	40	merge	forward	fwdrev	single	40	40	0.00
31497	40	dinsertion	fwdrev	reverse	single	400	400	0.00
31498	40	selection	reverse	revfwd	single	380	380	0.00
31499	40	swap	revfwd	reverse	single	113	114	0.01
31500	80	evenodd	reverse	revfwd	zipper	78	78	0.00
31501	80	dinsertion	revfwd	reverse	zipper	1520	1520	0.00
31502	40	evenodd	reverse	interleave	single	39	39	0.00
31503	40	triple	interleave	fwdrev	single	23	23	0.00
31504	80	random	fwdrev	forward	zipper	1520	1520	0.00
31505	80	evenodd	forward	fwdrev	zipper	78	78	0.00
31506	80	swap	fwdrev	reverse	zipper	220	228	0.04
31507	40	evenodd	reverse	revfwd	zipper	38	38	0.00
31508	120	quick	revfwd	fwdrev	zipper	143	154	0.07
31509	120	swap	fwdrev	revfwd	zipper	524	535	0.02
31510	240	dinsertion	revfwd	forward	zipper	14160	14160	0.00
31511	80	dinsertion	forward	reverse	zipper	3040	3040	0.00
31512	240	triple	reverse	revfwd	zipper	160	160	0.00
31513	240	merge	revfwd	reverse	zipper	238	238	0.00
31514	240	insertion	reverse	revfwd	zipper	14160	14160	0.00
31515	720	insertion	revfwd	forward	zipper	128880	128880	0.00
31516	360	evenodd	forward	fwdrev	zipper	358	358	0.00
31517	360	insertion	fwdrev	reverse	zipper	32040	32040	0.00
31518	720	swap	reverse	fwdrev	zipper	4302	4480	0.04
31519	360	triple	fwdrev	reverse	single	275	241	0.13
31520	180	evenodd	reverse	forward	single	180	180	0.00
31521	180	swap	forward	fwdrev	single	874	890	0.02
31522	360	evenodd	fwdrev	forward	zipper	358	358	0.00
31523	360	merge	forward	fwdrev	zipper	354	362	0.02
31524	720	triple	fwdrev	revfwd	zipper	719	719	0.00
31525	360	evenodd	revfwd	forward	zipper	359	359	0.00
31526	360	evenodd	forward	revfwd	zipper	359	359	0.00
31527	360	quick	revfwd	forward	zipper	639	631	0.01
31528	120	evenodd	forward	revfwd	zipper	119	119	0.00
31529	40	dinsertion	revfwd	fwdrev	zipper	360	360	0.00
31530	40	evenodd	fwdrev	reverse	zipper	39	39	0.00
31531	120	dinsertion	reverse	fwdrev	zipper	3480	3480	0.00
31532	120	evenodd	fwdrev	forward	zipper	118	118	0.00
31533	40	swap	forward	fwdrev	zipper	91	93	0.02
31534	40	quick	fwdrev	reverse	zipper	48	45	0.06
31535	40	merge	reverse	fwdrev	zipper	21	21	0.00
31536	40	evenodd	fwdrev	revfwd	zipper	39	39	0.00
31537	20	selection	revfwd	forward	single	100	100	0.00
31538	10	merge	forward	revfwd	single	5	6	0.18
31539	10	insertion	revfwd	interleave	single	20	21	0.05
31540	10	triple	interleave	forward	single	6	6	0.00
31541	5	selection	forward	reverse	single	10	10	0.00
31542	5	merge	reverse	revfwd	single	3	4	0.29
31543	10	selection	revfwd	interleave	single	20	21	0.05
31544	10	random	interleave	random	single	19	34	0.57
31545	10	random	random	revfwd	single	21	21	0.00
31546	10	quick	revfwd	interleave	single	12	13	0.08
31547	10	merge	interleave	forward	single	8	10	0.22
31548	30	merge	forward	interleave	single	28	28	0.00
31549	30	merge	interleave	reverse	single	30	29	0.03
31550	10	selection	reverse	interleave	single	25	25	0.00
31551	10	swap	interleave	forward	single	12	12	0.00
31552	20	quick	forward	fwdrev	single	27	26	0.04
31553	40	insertion	fwdrev	forward	single	380	380	0.00
31554	120	swap	forward	reverse	single	598	564	0.06
31555	360	random	reverse	fwdrev	single	32400	32400	0.00
31556	720	quick	fwdrev	reverse	zipper	1421	1393	0.02
31557	720	triple	reverse	revfwd	zipper	480	480	0.00
31558	240	insertion	revfwd	fwdrev	zipper	14160	14160	0.00
31559	240	dinsertion	fwdrev	reverse	zipper	14160	14160	0.00
31560	240	random	reverse	revfwd	zipper	14160	14160	0.00
31561	120	random	revfwd	random	single	3581	3705	0.03
31562	120	evenodd	random	fwdrev	single	114	118	0.03
31563	120	quick	fwdrev	forward	single	225	232	0.03
31564	360	random	forward	reverse	single	64620	64620	0.00
31565	360	merge	reverse	fwdrev	single	179	182	0.02
31566	720	dinsertion	fwdrev	forward	zipper	128880	128880	0.00
31567	720	merge	forward	reverse	zipper	718	719	0.00
31568	720	insertion	reverse	revfwd	zipper	128880	128880	0.00
31569	720	random	revfwd	reverse	zipper	128880	128880	0.00
31570	720	swap	reverse	fwdrev	zipper	4302	4426	0.03
31571	720	random	fwdrev	reverse	zipper	128880	128880	0.00
31572	240	selection	reverse	forward	zipper	28320	28320	0.00
31573	240	triple	forward	fwdrev	zipper	160	160	0.00
31574	720	selection	fwdrev	revfwd	zipper	128880	128880	0.00
31575	720	swap	revfwd	reverse	zipper	4762	4122	0.14
31576	360	insertion	reverse	revfwd	zipper	32040	32040	0.00
31577	360	quick	revfwd	fwdrev	zipper	430	429	0.00
31578	180	quick	fwdrev	revfwd	zipper	215	212	0.01
31579	180	quick	revfwd	fwdrev	zipper	215	212	0.01
31580	60	merge	fwdrev	forward	zipper	58	58	0.00
31581	60	selection	forward	fwdrev	zipper	840	840	0.00
31582	60	quick	fwdrev	revfwd	zipper	70	69	0.01
31583	30	insertion	revfwd	forward	single	225	225	0.00
31584	10	random	forward	fwdrev	single	20	20	0.00
31585	20	dinsertion	fwdrev	revfwd	single	100	100	0.00
